Student ID,student_name,gender,grade,school_name,reading_score,math_score
8101,Amanda Fitzgerald,F,12th,Hernandez High School,82,70
8102,Dr. Brian Matthews Jr.,M,9th,Hernandez High School,93,57
8103,Vanessa Garcia,F,9th,Hernandez High School,99,61
8104,Billy Martin,M,11th,Hernandez High School,77,81
8105,Richard Bradley,M,11th,Hernandez High School,95,80
8106,Elizabeth Calderon,F,12th,Hernandez High School,77,65
8107,Angela Mccormick,F,11th,Hernandez High School,83,56
8108,Eduardo Mccormick,M,10th,Hernandez High School,94,68
8109,Scott Bailey,M,9th,Hernandez High School,92,65
8110,Katie Williams,F,12th,Hernandez High School,64,70
8111,Ronald King,M,9th,Hernandez High School,67,95
8112,Misty Mitchell,F,10th,Hernandez High School,65,75
8113,Stephanie Randall,F,11th,Hernandez High School,90,60
8114,Jason Rivera,M,12th,Hernandez High School,85,76
8115,Peter George,M,12th,Hernandez High School,86,84
8116,Stephanie Adams,F,9th,Hernandez High School,81,63
8117,Rebecca Pham,F,12th,Hernandez High School,78,97
8118,Brenda Ritter,F,11th,Hernandez High School,80,86
8119,Manuel Shepherd,M,10th,Hernandez High School,94,87
8120,Patrick Wilson,M,10th,Hernandez High School,89,66
8121,Derek Mitchell,M,9th,Hernandez High School,74,82
8122,Jill Tanner,F,11th,Hernandez High School,81,91
8123,Matthew Davis,M,10th,Hernandez High School,82,60
8124,Jessica Bailey,F,10th,Hernandez High School,77,62
8125,Peter Foster,M,9th,Hernandez High School,75,65
8126,Jane Shaw,F,12th,Hernandez High School,84,79
8127,George Ruiz,M,11th,Hernandez High School,66,69
8128,Tamara Bell,F,11th,Hernandez High School,65,97
8129,Mr. Christopher Quinn,M,10th,Hernandez High School,80,57
8130,Mrs. Jacqueline Rose,F,10th,Hernandez High School,98,89
8131,James Phillips,M,10th,Hernandez High School,91,91
8132,Paul Beard,M,10th,Hernandez High School,77,59
8133,Katherine Fitzgerald,F,11th,Hernandez High School,68,70
8134,Dana Bolton,F,10th,Hernandez High School,93,60
8135,Sarah Ruiz,F,10th,Hernandez High School,89,92
8136,Alexander Moore,M,11th,Hernandez High School,93,70
8137,Bethany White,F,12th,Hernandez High School,69,77
8138,Christopher Evans,M,12th,Hernandez High School,72,68
8139,Andrew Tran,M,11th,Hernandez High School,79,96
8140,Mrs. Angela Gray,F,12th,Hernandez High School,87,72
8141,Mrs. Tara Carpenter,F,11th,Hernandez High School,94,70
8142,Carl Johnson,M,10th,Hernandez High School,63,87
8143,Dan Williams,M,9th,Hernandez High School,94,90
8144,Nancy Clark,F,9th,Hernandez High School,83,82
8145,Kari Bradford,F,11th,Hernandez High School,67,67
8146,Amanda Stewart,F,11th,Hernandez High School,89,72
8147,Jane Roberts,F,9th,Hernandez High School,93,75
8148,Randy Holt,M,11th,Hernandez High School,75,87
8149,Sean Daniels,M,12th,Hernandez High School,73,87
8150,Karen Clark,F,12th,Hernandez High School,72,67
8151,Nicholas Munoz,M,9th,Hernandez High School,82,58
8152,Sarah Reed,F,12th,Hernandez High School,99,74
8153,Tammy Jackson,F,11th,Hernandez High School,75,61
8154,Theresa Suarez,F,11th,Hernandez High School,86,71
8155,Nathan Campbell,M,9th,Hernandez High School,66,74
8156,Lori Bruce,F,12th,Hernandez High School,68,99
8157,Jessica Fernandez,F,12th,Hernandez High School,80,95
8158,Ronald Gray,M,12th,Hernandez High School,70,88
8159,Lisa Whitney,F,10th,Hernandez High School,64,73
8160,Amy Johnson,F,9th,Hernandez High School,78,77
8161,William Rich,M,12th,Hernandez High School,87,73
8162,Jim Garcia,M,11th,Hernandez High School,93,69
8163,Samantha Smith,F,11th,Hernandez High School,85,82
8164,Ashley Fernandez,F,9th,Hernandez High School,63,94
8165,John Preston,M,10th,Hernandez High School,70,75
8166,Sherry Davis,F,9th,Hernandez High School,70,62
8167,Jordan Hernandez,F,12th,Hernandez High School,65,68
8168,Steven Wright,M,11th,Hernandez High School,71,56
8169,Jason Hatfield,M,11th,Hernandez High School,90,84
8170,Beth Joseph,F,12th,Hernandez High School,83,57
8171,Jennifer Perry,F,10th,Hernandez High School,76,65
8172,Arthur Browning,M,12th,Hernandez High School,69,85
8173,Angela Moore,F,10th,Hernandez High School,64,81
8174,Joy Gardner,F,9th,Hernandez High School,65,92
8175,Erin Mason,F,11th,Hernandez High School,94,64
8176,John Reyes,M,10th,Hernandez High School,98,95
8177,Zachary Davis,M,12th,Hernandez High School,79,68
8178,Rebecca Jones,F,10th,Hernandez High School,78,58
8179,Thomas Johnson,M,9th,Hernandez High School,72,89
8180,Christopher Leonard,M,10th,Hernandez High School,65,78
8181,Jennifer Hernandez,F,9th,Hernandez High School,70,56
8182,Robert Gonzales,M,9th,Hernandez High School,63,65
8183,Raymond Mullins,M,9th,Hernandez High School,76,89
8184,Robert White,M,9th,Hernandez High School,69,93
8185,Alyssa Velasquez,F,11th,Hernandez High School,76,56
8186,Shannon Stevenson MD,F,9th,Hernandez High School,89,80
8187,Judith Sandoval,F,12th,Hernandez High School,64,57
8188,Mariah Riley,F,10th,Hernandez High School,83,65
8189,Garrett Henderson,M,11th,Hernandez High School,83,91
8190,Tim White,M,12th,Hernandez High School,81,67
8191,Amy Adams,F,9th,Hernandez High School,82,59
8192,Michael Russell,M,12th,Hernandez High School,83,98
8193,Victoria Richards,F,9th,Hernandez High School,77,79
8194,Jose Harrell,M,9th,Hernandez High School,87,60
8195,Linda Cardenas,F,10th,Hernandez High School,94,64
8196,Jeffrey Hughes,M,12th,Hernandez High School,79,97
8197,Stacy Williams,F,11th,Hernandez High School,92,70
8198,Ashley Gonzalez,F,10th,Hernandez High School,96,63
8199,Renee Torres,F,10th,Hernandez High School,82,71
8200,Brian Knight,M,11th,Hernandez High School,88,81
8201,Jeffrey Chapman,M,10th,Hernandez High School,70,55
8202,Andrea Baker,F,9th,Hernandez High School,82,98
8203,Michael Marsh,M,9th,Hernandez High School,78,57
8204,Melissa Ryan,F,9th,Hernandez High School,66,80
8205,Gilbert Robinson,M,10th,Hernandez High School,81,91
8206,Karen Nunez,F,9th,Hernandez High School,64,77
8207,Kevin Scott,M,12th,Hernandez High School,67,86
8208,Glenda Mills,F,12th,Hernandez High School,75,73
8209,Susan Lee,F,9th,Hernandez High School,68,63
8210,Carolyn Garcia,F,11th,Hernandez High School,93,55
8211,Maria Gonzales,F,11th,Hernandez High School,66,96
8212,Andrew Baker,M,9th,Hernandez High School,73,79
8213,Brandy Carter,F,10th,Hernandez High School,74,88
8214,Kaitlin Warner MD,F,12th,Hernandez High School,91,80
8215,Melissa Ortiz,F,10th,Hernandez High School,94,61
8216,Megan Fowler,F,12th,Hernandez High School,63,83
8217,Eric Gardner,M,10th,Hernandez High School,71,62
8218,Theresa Reed,F,10th,Hernandez High School,91,74
8219,Richard Jones,M,12th,Hernandez High School,65,65
8220,David Walker,M,11th,Hernandez High School,74,91
8221,Christopher Gibson,M,9th,Hernandez High School,76,73
8222,Thomas Carter,M,11th,Hernandez High School,70,95
8223,Kiara Johnson,F,9th,Hernandez High School,86,72
8224,Robin Williams,F,11th,Hernandez High School,97,72
8225,Jason Myers,M,12th,Hernandez High School,70,84
8226,Richard Ruiz,M,12th,Hernandez High School,88,90
8227,Anthony Carter,M,9th,Hernandez High School,96,61
8228,Sara Oliver,F,9th,Hernandez High School,80,81
8229,Phillip Lopez,M,9th,Hernandez High School,83,93
8230,Katherine Turner,F,9th,Hernandez High School,71,95
8231,Keith Garcia,M,9th,Hernandez High School,84,91
8232,James Paul,M,9th,Hernandez High School,82,81
8233,Sean Hines,M,12th,Hernandez High School,94,90
8234,Nicole Shelton,F,10th,Hernandez High School,92,83
8235,Emily White,F,12th,Hernandez High School,84,84
8236,Lauren Rodriguez,F,11th,Hernandez High School,80,73
8237,Tyrone Porter,M,11th,Hernandez High School,74,99
8238,Katherine Lopez,F,10th,Hernandez High School,97,84
8239,Betty Cox,F,10th,Hernandez High School,93,82
8240,Wendy Johnson,F,10th,Hernandez High School,87,83
8241,Dalton Wiggins,M,12th,Hernandez High School,99,59
8242,Matthew Scott,M,11th,Hernandez High School,67,69
8243,Desiree Manning,F,11th,Hernandez High School,73,75
8244,Rachel Lee,F,12th,Hernandez High School,84,71
8245,Gloria Nguyen,F,10th,Hernandez High School,93,97
8246,Jose Miller,M,9th,Hernandez High School,95,97
8247,Sabrina Perry,F,10th,Hernandez High School,84,81
8248,Charles Randall,M,10th,Hernandez High School,69,92
8249,Dr. Jessica Fowler MD,F,10th,Hernandez High School,99,87
8250,Stacey Sanders,F,9th,Hernandez High School,68,76
8251,Andrew Roberts,M,11th,Hernandez High School,73,81
8252,John Garcia,M,11th,Hernandez High School,74,57
8253,Matthew Atkinson,M,11th,Hernandez High School,77,89
8254,Amy Garcia,F,9th,Hernandez High School,99,99
8255,Dylan Blake,M,9th,Hernandez High School,89,60
8256,David Acosta,M,11th,Hernandez High School,84,58
8257,Benjamin Brock,M,10th,Hernandez High School,71,93
8258,Thomas Rogers,M,11th,Hernandez High School,85,64
8259,Erin Lee,F,11th,Hernandez High School,72,78
8260,Desiree Proctor,F,9th,Hernandez High School,72,66
8261,Amanda Monroe,F,11th,Hernandez High School,82,58
8262,Richard Jensen,M,12th,Hernandez High School,86,94
8263,Gina Hoffman,F,12th,Hernandez High School,98,88
8264,Steve Moran,M,12th,Hernandez High School,85,85
8265,Mrs. Catherine Armstrong,F,9th,Hernandez High School,85,57
8266,Christopher Austin,M,12th,Hernandez High School,95,85
8267,Mallory Martin,F,10th,Hernandez High School,95,88
8268,Cindy Butler,F,11th,Hernandez High School,69,92
8269,Catherine Nelson,F,9th,Hernandez High School,65,82
8270,Yvonne Foster,F,11th,Hernandez High School,64,84
8271,Eric Flores,M,12th,Hernandez High School,97,61
8272,Caitlin Brown,F,11th,Hernandez High School,71,58
8273,Karen Massey,F,9th,Hernandez High School,89,94
8274,Debra Roberts,F,9th,Hernandez High School,64,66
8275,Elizabeth Smith,F,9th,Hernandez High School,65,62
8276,Cynthia Chapman,F,9th,Hernandez High School,70,82
8277,Nathan Johnson,M,11th,Hernandez High School,67,83
8278,Shannon Burgess,F,12th,Hernandez High School,98,69
8279,Nicole Shaw,F,9th,Hernandez High School,71,89
8280,Carrie Gardner,F,9th,Hernandez High School,70,98
8281,Karen Sanchez,F,12th,Hernandez High School,87,84
8282,Kevin Lucas,M,10th,Hernandez High School,87,56
8283,Julia Solis,F,11th,Hernandez High School,95,95
8284,Curtis Fisher,M,10th,Hernandez High School,71,75
8285,Kathleen Cardenas,F,10th,Hernandez High School,89,78
8286,Christian Moore,M,9th,Hernandez High School,82,68
8287,Kelly Grant,F,10th,Hernandez High School,67,81
8288,Dawn Massey,F,10th,Hernandez High School,91,92
8289,Michelle Barber,F,11th,Hernandez High School,94,73
8290,Stephanie Webb,F,12th,Hernandez High School,84,63
8291,Darren Day,M,12th,Hernandez High School,98,99
8292,Peter Gutierrez,M,10th,Hernandez High School,85,74
8293,Samantha Gardner,F,12th,Hernandez High School,82,68
8294,Sheila Mitchell,F,9th,Hernandez High School,71,58
8295,Robert Hamilton,M,10th,Hernandez High School,92,76
8296,Alexis Jacobs,F,9th,Hernandez High School,95,68
8297,Stephen Johnson,M,11th,Hernandez High School,82,63
8298,Elizabeth Rivers,F,11th,Hernandez High School,81,96
8299,Anna Martinez,F,12th,Hernandez High School,74,76
8300,Joshua Vasquez,M,9th,Hernandez High School,99,59
8301,Christine Parker,F,11th,Hernandez High School,66,94
8302,Christine Foley,F,12th,Hernandez High School,79,62
8303,Holly Hanna,F,9th,Hernandez High School,78,69
8304,Albert Dixon,M,12th,Hernandez High School,63,60
8305,Dana Hart,F,9th,Hernandez High School,98,85
8306,Christopher Wong,M,10th,Hernandez High School,79,77
8307,David Yu,M,10th,Hernandez High School,95,62
8308,George Marsh,M,12th,Hernandez High School,89,70
8309,Karen Schmidt,F,12th,Hernandez High School,66,86
8310,Dennis Howard,M,9th,Hernandez High School,67,98
8311,Lisa Willis,F,10th,Hernandez High School,74,69
8312,Danny Cruz,M,10th,Hernandez High School,96,82
8313,Kristen Ray,F,12th,Hernandez High School,90,62
8314,David Riley,M,9th,Hernandez High School,95,58
8315,Gary Gray,M,10th,Hernandez High School,81,58
8316,Stephanie Rodriguez,F,12th,Hernandez High School,84,83
8317,Crystal Good,F,9th,Hernandez High School,66,61
8318,Rebecca Banks,F,11th,Hernandez High School,82,90
8319,Joshua Dunlap,M,9th,Hernandez High School,69,93
8320,Debbie Chen,F,11th,Hernandez High School,92,74
8321,Scott Howard,M,9th,Hernandez High School,79,95
8322,Evelyn Willis,F,12th,Hernandez High School,81,58
8323,Angela Decker,F,9th,Hernandez High School,66,78
8324,Walter Parker,M,9th,Hernandez High School,87,71
8325,Stuart Bowman,M,9th,Hernandez High School,70,64
8326,Judy Murphy,F,10th,Hernandez High School,73,76
8327,Sarah Cooper,F,10th,Hernandez High School,77,95
8328,John Mullins DDS,M,9th,Hernandez High School,94,64
8329,Mary Hampton,F,10th,Hernandez High School,90,79
8330,Michael Martinez,M,11th,Hernandez High School,90,77
8331,James Alexander,M,12th,Hernandez High School,82,91
8332,Gregory Chavez,M,9th,Hernandez High School,73,71
8333,Linda Steele,F,11th,Hernandez High School,69,55
8334,Walter Allen,M,10th,Hernandez High School,85,75
8335,Jonathan Cohen,M,10th,Hernandez High School,76,75
8336,Aaron Boyer,M,9th,Hernandez High School,99,83
8337,Jessica Lawrence,F,11th,Hernandez High School,71,83
8338,Lori Morris,F,9th,Hernandez High School,88,58
8339,Claudia West,F,11th,Hernandez High School,91,77
8340,Cynthia Sanchez,F,12th,Hernandez High School,85,55
8341,Alice Miller,F,10th,Hernandez High School,93,91
8342,Jeffrey Shannon,M,10th,Hernandez High School,79,75
8343,Jenna Miller,F,12th,Hernandez High School,70,59
8344,Haley Wright,F,10th,Hernandez High School,93,64
8345,Michael Mendoza,M,10th,Hernandez High School,88,88
8346,Aaron Lawson,M,12th,Hernandez High School,85,63
8347,Sean Ray,M,9th,Hernandez High School,66,77
8348,Tyler Li,M,9th,Hernandez High School,82,69
8349,Sara Rich,F,10th,Hernandez High School,64,96
8350,Dustin Brown,M,11th,Hernandez High School,66,87
8351,Bruce Cooper,M,11th,Hernandez High School,69,55
8352,Leah Haynes,F,9th,Hernandez High School,96,60
8353,Amy Larson,F,11th,Hernandez High School,78,92
8354,Tracey Thomas,F,12th,Hernandez High School,99,68
8355,Carrie Rocha,F,9th,Hernandez High School,64,64
8356,Eduardo Lee,M,12th,Hernandez High School,86,84
8357,Alice Huber,F,12th,Hernandez High School,74,80
8358,Rebecca Arroyo,F,12th,Hernandez High School,68,84
8359,Stephanie Hicks,F,9th,Hernandez High School,68,83
8360,Carrie Brooks,F,9th,Hernandez High School,82,61
8361,Eric Dennis,M,10th,Hernandez High School,77,73
8362,Tracey Hall,F,9th,Hernandez High School,74,65
8363,Jason James,M,11th,Hernandez High School,89,84
8364,James Reese,M,10th,Hernandez High School,82,66
8365,Lindsey Rangel,F,10th,Hernandez High School,63,73
8366,Patrick Barnes,M,10th,Hernandez High School,68,89
8367,Kyle Brown,M,10th,Hernandez High School,65,71
8368,David Guzman,M,10th,Hernandez High School,67,58
8369,Christopher Lowery,M,10th,Hernandez High School,83,95
8370,Tasha Obrien,F,9th,Hernandez High School,96,73
8371,Emily Smith,F,11th,Hernandez High School,67,79
8372,Laura Jimenez,F,9th,Hernandez High School,70,78
8373,Kristen Martin,F,10th,Hernandez High School,93,60
8374,Benjamin Ortiz,M,10th,Hernandez High School,95,74
8375,Melissa Mitchell,F,11th,Hernandez High School,64,79
8376,Laura Rodriguez,F,11th,Hernandez High School,73,89
8377,Brian Conley,M,9th,Hernandez High School,74,80
8378,Cesar Harrison,M,11th,Hernandez High School,86,84
8379,Courtney Winters,F,10th,Hernandez High School,87,88
8380,Monica Gonzales,F,10th,Hernandez High School,98,86
8381,Meredith Gomez,F,11th,Hernandez High School,87,99
8382,Jose Ritter,M,12th,Hernandez High School,98,60
8383,Kelly Hanson,F,10th,Hernandez High School,63,55
8384,Maria Anderson,F,12th,Hernandez High School,85,70
8385,Brenda Williams,F,11th,Hernandez High School,87,78
8386,Yvonne Byrd,F,12th,Hernandez High School,71,71
8387,Teresa Fuentes,F,10th,Hernandez High School,98,68
8388,Jeffrey Griffin,M,10th,Hernandez High School,96,71
8389,Michael Stewart,M,11th,Hernandez High School,71,61
8390,Amber Henderson,F,10th,Hernandez High School,89,74
8391,Victoria Cobb,F,11th,Hernandez High School,64,76
8392,Krista Howard,F,9th,Hernandez High School,73,62
8393,Amanda Phillips,F,11th,Hernandez High School,95,95
8394,Peter Ali,M,10th,Hernandez High School,98,94
8395,Andrew Thomas,M,10th,Hernandez High School,77,56
8396,Austin Curtis,M,11th,Hernandez High School,76,93
8397,Jamie Rodriguez,F,10th,Hernandez High School,83,88
8398,Lori Kane,F,11th,Hernandez High School,77,98
8399,Elizabeth Mora,F,11th,Hernandez High School,75,94
8400,Alicia Moore,F,9th,Hernandez High School,97,73
8401,Stephen Roy,M,10th,Hernandez High School,71,92
8402,Christina Benson MD,F,10th,Hernandez High School,95,97
8403,James Hale,M,10th,Hernandez High School,72,75
8404,Travis Hatfield,M,10th,Hernandez High School,79,69
8405,Jacob Turner,M,11th,Hernandez High School,80,67
8406,Stephen Williams,M,11th,Hernandez High School,70,86
8407,Madeline Perkins,F,10th,Hernandez High School,93,63
8408,Sandra Price,F,10th,Hernandez High School,73,89
8409,Victoria Guerra,F,10th,Hernandez High School,87,64
8410,Michael Barnett,M,10th,Hernandez High School,95,55
8411,Amy Morton,F,10th,Hernandez High School,96,99
8412,Ruth Mccann,F,11th,Hernandez High School,67,66
8413,Jason Perry,M,10th,Hernandez High School,98,65
8414,Barbara Jimenez,F,10th,Hernandez High School,97,86
8415,Joanne Farmer,F,10th,Hernandez High School,97,95
8416,Robert Taylor,M,9th,Hernandez High School,86,57
8417,Andre Mason,M,10th,Hernandez High School,73,65
8418,Christopher Swanson,M,10th,Hernandez High School,72,98
8419,Erica Guzman,F,10th,Hernandez High School,65,83
8420,Jose Guerrero,M,12th,Hernandez High School,71,85
8421,David Robinson,M,12th,Hernandez High School,83,66
8422,Elizabeth Miranda,F,11th,Hernandez High School,63,71
8423,Kathleen Raymond,F,10th,Hernandez High School,86,55
8424,Ashley Daniels,F,11th,Hernandez High School,97,89
8425,Richard Castillo,M,9th,Hernandez High School,88,61
8426,Amy Hamilton,F,12th,Hernandez High School,77,89
8427,Jamie Walls,F,10th,Hernandez High School,79,59
8428,Tammy Smith,F,11th,Hernandez High School,91,83
8429,Gloria Watson,F,10th,Hernandez High School,92,96
8430,Carmen Waller,F,10th,Hernandez High School,92,57
8431,Michelle Krueger,F,12th,Hernandez High School,69,63
8432,Melanie Hernandez,F,11th,Hernandez High School,91,79
8433,Jennifer Simmons,F,10th,Hernandez High School,78,68
8434,David Arias,M,10th,Hernandez High School,82,79
8435,Joshua Schroeder,M,9th,Hernandez High School,82,92
8436,Melissa Wilson,F,10th,Hernandez High School,91,93
8437,Samantha Lara,F,9th,Hernandez High School,99,61
8438,Ryan Gutierrez,M,11th,Hernandez High School,71,99
8439,Alexis Hill,F,9th,Hernandez High School,74,60
8440,Kimberly Mclaughlin,F,10th,Hernandez High School,72,62
8441,Jo Collins,F,9th,Hernandez High School,77,81
8442,Amanda Kirby,F,9th,Hernandez High School,64,77
8443,Hunter Schmidt,M,11th,Hernandez High School,78,72
8444,Donald Potter,M,12th,Hernandez High School,63,56
8445,Carol Anderson,F,11th,Hernandez High School,67,82
8446,David Wiley,M,12th,Hernandez High School,97,96
8447,Charles Miller,M,10th,Hernandez High School,68,83
8448,Lindsey Tyler,F,10th,Hernandez High School,72,89
8449,Bryan Carr,M,11th,Hernandez High School,77,75
8450,Robyn Hicks,F,10th,Hernandez High School,93,55
8451,Amy Martinez DVM,F,10th,Hernandez High School,93,65
8452,Joseph Mccullough,M,10th,Hernandez High School,73,60
8453,Clarence Olsen,M,12th,Hernandez High School,68,74
8454,Abigail Rogers,F,10th,Hernandez High School,84,90
8455,Ashley Edwards DVM,F,9th,Hernandez High School,84,65
8456,Matthew Herman,M,11th,Hernandez High School,89,74
8457,Mark Harris,M,9th,Hernandez High School,79,94
8458,Christopher Fleming,M,9th,Hernandez High School,86,88
8459,Debra Long,F,9th,Hernandez High School,92,56
8460,Justin York,M,9th,Hernandez High School,66,61
8461,Christine Reyes,F,9th,Hernandez High School,92,72
8462,Ann Wade,F,11th,Hernandez High School,97,75
8463,Adrienne Martin,F,11th,Hernandez High School,78,73
8464,Ralph Allen,M,10th,Hernandez High School,70,59
8465,Kelly Baker,F,11th,Hernandez High School,92,56
8466,Suzanne Henry,F,11th,Hernandez High School,65,70
8467,Jennifer Fox,F,12th,Hernandez High School,76,84
8468,Marcia Carter,F,10th,Hernandez High School,74,63
8469,Donald Brown,M,9th,Hernandez High School,99,82
8470,Kristy Huynh,F,11th,Hernandez High School,76,79
8471,Marc Baker,M,11th,Hernandez High School,74,79
8472,Melissa Herrera DDS,F,9th,Hernandez High School,77,57
8473,Dwayne Warren,M,10th,Hernandez High School,86,70
8474,Adam Arroyo DDS,M,10th,Hernandez High School,78,77
8475,Jeffrey Lewis,M,10th,Hernandez High School,89,93
8476,Adam Parker,M,11th,Hernandez High School,95,95
8477,Kimberly Hanson,F,9th,Hernandez High School,69,90
8478,Peter Barnes,M,11th,Hernandez High School,72,61
8479,Bryan Reynolds,M,11th,Hernandez High School,79,69
8480,Brittany Hamilton,F,10th,Hernandez High School,97,74
8481,Richard Rogers,M,11th,Hernandez High School,95,72
8482,Edwin Howard,M,10th,Hernandez High School,70,78
8483,Mary Rogers,F,11th,Hernandez High School,88,70
8484,Scott Spencer,M,11th,Hernandez High School,64,68
8485,Casey West,F,10th,Hernandez High School,79,91
8486,Phillip Hernandez,M,9th,Hernandez High School,64,70
8487,Christopher Jones,M,12th,Hernandez High School,89,95
8488,Stacie Hamilton,F,12th,Hernandez High School,94,63
8489,Danielle May,F,11th,Hernandez High School,65,91
8490,Adam Terry,M,9th,Hernandez High School,64,60
8491,Robin Bowers,F,9th,Hernandez High School,74,71
8492,Howard Steele,M,9th,Hernandez High School,72,99
8493,Amanda Brown,F,10th,Hernandez High School,65,92
8494,Andrea Smith,F,10th,Hernandez High School,79,85
8495,Thomas Estrada,M,9th,Hernandez High School,65,71
8496,Lisa Cook,F,11th,Hernandez High School,69,64
8497,Karen Anderson,F,10th,Hernandez High School,89,96
8498,David Robinson,M,9th,Hernandez High School,67,81
8499,Tamara Lambert,F,9th,Hernandez High School,63,79
8500,Joseph English,M,9th,Hernandez High School,72,55
8501,Jason Williams,M,10th,Hernandez High School,79,82
8502,John Ochoa,M,9th,Hernandez High School,75,57
8503,Matthew Dawson,M,9th,Hernandez High School,89,82
8504,Carmen Williams,F,11th,Hernandez High School,93,80
8505,Nancy Gonzales,F,11th,Hernandez High School,68,68
8506,Maria Blanchard,F,10th,Hernandez High School,71,62
8507,Zachary Mcmahon,M,12th,Hernandez High School,80,69
8508,Jessica Schroeder,F,12th,Hernandez High School,72,80
8509,Virginia Brown,F,9th,Hernandez High School,83,84
8510,Anthony Garrison,M,12th,Hernandez High School,66,66
8511,Nathaniel Bonilla,M,9th,Hernandez High School,81,87
8512,Susan Baker,F,10th,Hernandez High School,77,92
8513,Tammy Hart,F,9th,Hernandez High School,96,86
8514,Martin Ford,M,10th,Hernandez High School,67,65
8515,Charles Robertson,M,9th,Hernandez High School,87,78
8516,James Flores,M,10th,Hernandez High School,98,86
8517,Valerie Frank,F,12th,Hernandez High School,92,61
8518,Elizabeth Hunter,F,9th,Hernandez High School,68,89
8519,Jeremy Wu,M,12th,Hernandez High School,93,66
8520,Anna Reed,F,9th,Hernandez High School,76,66
8521,Michael Martinez,M,9th,Hernandez High School,93,55
8522,Diane Bryant,F,9th,Hernandez High School,81,94
8523,Michael Martinez,M,10th,Hernandez High School,85,61
8524,Heather Gordon,F,10th,Hernandez High School,92,65
8525,Larry Bailey,M,10th,Hernandez High School,78,85
8526,Mario Hansen,M,12th,Hernandez High School,77,98
8527,Catherine Colon,F,10th,Hernandez High School,71,86
8528,Dr. Amanda Cochran,F,9th,Hernandez High School,86,57
8529,Debra Noble,F,12th,Hernandez High School,93,90
8530,Austin Sanchez,M,12th,Hernandez High School,85,90
8531,Angela Adams,F,10th,Hernandez High School,93,95
8532,John Camacho,M,10th,Hernandez High School,76,57
8533,Ronald Powell,M,9th,Hernandez High School,93,72
8534,Isabella Stout,F,11th,Hernandez High School,79,88
8535,Jennifer Jones,F,12th,Hernandez High School,83,94
8536,Ashley Fox,F,10th,Hernandez High School,99,66
8537,Joanne Clark,F,12th,Hernandez High School,98,57
8538,Jacob Jones,M,12th,Hernandez High School,92,58
8539,Lori Randolph,F,10th,Hernandez High School,76,80
8540,Andrea Hardy,F,10th,Hernandez High School,76,76
8541,Jamie Luna,F,9th,Hernandez High School,65,92
8542,Mitchell Fletcher,M,12th,Hernandez High School,80,80
8543,Martha Oliver,F,11th,Hernandez High School,65,74
8544,Jesse Moran,M,9th,Hernandez High School,79,83
8545,Anthony Russell,M,11th,Hernandez High School,85,72
8546,Tammy Salas,F,9th,Hernandez High School,99,63
8547,Christopher Dawson,M,11th,Hernandez High School,87,83
8548,Patricia George,F,10th,Hernandez High School,65,99
8549,Carolyn Banks,F,11th,Hernandez High School,67,89
8550,Craig Young,M,9th,Hernandez High School,92,95
8551,Amy Newton,F,11th,Hernandez High School,70,73
8552,Justin Simpson,M,9th,Hernandez High School,99,97
8553,Rebecca Flores,F,9th,Hernandez High School,84,63
8554,Christopher Bradford,M,12th,Hernandez High School,89,64
8555,Hayley Garza,F,10th,Hernandez High School,97,57
8556,Alvin Hill,M,10th,Hernandez High School,80,69
8557,Cory Alvarez,M,10th,Hernandez High School,87,95
8558,Phillip Howe,M,10th,Hernandez High School,99,69
8559,Jill Adkins,F,10th,Hernandez High School,64,68
8560,Dustin Mcmillan,M,10th,Hernandez High School,83,91
8561,Dawn Patton,F,11th,Hernandez High School,84,88
8562,Sherry Aguirre,F,9th,Hernandez High School,95,99
8563,Laura Taylor,F,11th,Hernandez High School,74,97
8564,Amy Baxter,F,11th,Hernandez High School,90,65
8565,Miranda Levy,F,9th,Hernandez High School,71,96
8566,Brett Ramos,M,11th,Hernandez High School,94,62
8567,Charles Matthews,M,11th,Hernandez High School,82,98
8568,Michael Welch,M,11th,Hernandez High School,78,55
8569,Brian Thompson,M,9th,Hernandez High School,96,64
8570,Jennifer Nguyen,F,11th,Hernandez High School,71,63
8571,Christine Moore,F,9th,Hernandez High School,83,82
8572,Zachary Aguirre,M,11th,Hernandez High School,67,69
8573,Gregory Ward,M,12th,Hernandez High School,90,64
8574,Christina Robinson,F,12th,Hernandez High School,94,98
8575,Barbara Petersen,F,9th,Hernandez High School,74,68
8576,Eric Richards Jr.,M,12th,Hernandez High School,70,61
8577,Barbara Miller,F,12th,Hernandez High School,70,55
8578,Anna Smith,F,11th,Hernandez High School,82,92
8579,Nicholas Freeman,M,12th,Hernandez High School,71,86
8580,Mrs. Angela Martinez,F,10th,Hernandez High School,98,79
8581,Bonnie Chavez,F,12th,Hernandez High School,89,83
8582,Wendy Stewart,F,9th,Hernandez High School,80,70
8583,Lori Williams,F,10th,Hernandez High School,96,87
8584,April Jenkins,F,12th,Hernandez High School,68,56
8585,Ellen Richmond,F,9th,Hernandez High School,95,71
8586,Paul Martin,M,9th,Hernandez High School,68,81
8587,William Alexander,M,11th,Hernandez High School,90,87
8588,Natalie Garcia MD,F,10th,Hernandez High School,94,98
8589,Sarah Strickland,F,12th,Hernandez High School,97,80
8590,Jonathan Crane,M,11th,Hernandez High School,94,60
8591,Erik Miller,M,9th,Hernandez High School,79,79
